x;y;z;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94
0;0;0;-0.083;0.059;-0.006;0;0;0;0;0;0;-0.255;0.033;0.016;-0.007;0.003;-0.286;0;0;0;0;0.257;0;0.46;0.563;0.35;0.894;-0.114;0.236;-0.338;0;0.268;-0.167;-0.016;0.945;-0.18;0.156;0.2;0;0;0;-0.769;0.173;-0.058;0.727;-0.089;-0.014;0.008;0;0;0.08;-0.138;-0.919;0.079;-0.006;-0.011;0.011;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
0;0;0;-0.083;0.059;-0.006;0;0;0;0;0;0;-0.252;0.036;0.015;-0.007;0.003;-0.286;0;0;0;0;0.257;0;0.478;0.496;0.406;0.889;-0.134;0.227;-0.302;0;0.27;-0.168;-0.023;0.945;-0.182;0.157;0.197;0;0;0;-0.768;0.173;-0.095;0.731;-0.094;-0.014;0.008;0;0;0.078;-0.137;-0.93;0.106;-0.011;-0.011;0.011;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
0;0;0;-0.083;0.059;-0.006;0;0;0;0;0;0;-0.25;0.038;0.015;-0.007;0.003;-0.286;0;0;0;0;0.257;0;0.485;0.468;0.408;0.891;-0.127;0.221;-0.279;0;0.271;-0.168;-0.024;0.944;-0.185;0.158;0.196;0;0;0;-0.767;0.173;-0.114;0.733;-0.096;-0.014;0.008;0;0;0.077;-0.137;-0.939;0.141;-0.015;-0.011;0.011;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
0;0;0;-0.083;0.059;-0.006;0;0;0;0;0;0;-0.248;0.042;0.014;-0.007;0.003;-0.286;0;0;0;0;0.257;0;0.496;0.429;0.378;0.898;-0.095;0.211;-0.241;0;0.272;-0.169;-0.024;0.943;-0.191;0.159;0.193;0;0;0;-0.766;0.173;-0.143;0.737;-0.099;-0.014;0.008;0;0;0.076;-0.137;-0.957;0.205;-0.021;-0.011;0.011;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
0;0;0;-0.083;0.059;-0.006;0;0;0;0;0;0;-0.247;0.045;0.013;-0.007;0.003;-0.286;0;0;0;0;0.257;0;0.502;0.404;0.334;0.907;-0.056;0.205;-0.213;0;0.274;-0.17;-0.023;0.941;-0.195;0.16;0.191;0;0;0;-0.766;0.173;-0.164;0.74;-0.1;-0.014;0.008;0;0;0.076;-0.138;-0.967;0.238;-0.023;-0.011;0.011;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
0;0;0;-0.083;0.059;-0.006;0;0;0;0;0;0;-0.245;0.049;0.012;-0.007;0.003;-0.286;0;0;0;0;0.257;0;0.509;0.383;0.258;0.918;0.005;0.198;-0.185;0;0.276;-0.172;-0.02;0.94;-0.201;0.161;0.189;0;0;0;-0.765;0.173;-0.186;0.744;-0.102;-0.014;0.008;0;0;0.075;-0.138;-0.972;0.253;-0.023;-0.011;0.011;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
0;0;0;-0.083;0.058;-0.006;0;0;0;0;0;0;-0.244;0.052;0.012;-0.007;0.003;-0.286;0;0;0;0;0.257;0;0.513;0.372;0.194;0.927;0.054;0.195;-0.169;0;0.278;-0.173;-0.019;0.939;-0.204;0.161;0.188;0;0;0;-0.764;0.173;-0.2;0.746;-0.102;-0.014;0.008;0;0;0.076;-0.139;-0.978;0.269;-0.024;-0.011;0.011;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
0;0;0;-0.083;0.058;-0.005;0;0;0;0;0;0;-0.244;0.055;0.011;-0.007;0.003;-0.286;0;0;0;0;0.257;0;0.517;0.365;0.119;0.935;0.108;0.193;-0.156;0;0.28;-0.174;-0.017;0.938;-0.207;0.161;0.187;0;0;0;-0.763;0.173;-0.211;0.748;-0.103;-0.015;0.008;0;0;0.076;-0.14;-0.993;0.272;-0.023;-0.011;0.011;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
0;0;0;-0.083;0.058;-0.004;0;0;0;0;0;0;-0.243;0.057;0.011;-0.007;0.003;-0.286;0;0;0;0;0.257;0;0.519;0.363;0.017;0.94;0.13;0.192;-0.153;0;0.282;-0.176;-0.003;0.937;-0.193;0.161;0.188;0;0;0;-0.762;0.174;-0.139;0.75;-0.109;-0.015;0.008;0;0;0.077;-0.142;-0.968;0.248;-0.024;-0.011;0.011;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
0;0;0;-0.083;0.058;-0.004;0;0;0;0;0;0;-0.242;0.058;0.011;-0.007;0.003;-0.286;0;0;0;0;0.257;0;0.521;0.364;-0.046;0.943;0.14;0.191;-0.152;0;0.284;-0.178;0.002;0.936;-0.179;0.161;0.186;0;0;0;-0.761;0.175;-0.084;0.751;-0.113;-0.015;0.008;0;0;0.079;-0.144;-0.95;0.248;-0.028;-0.011;0.011;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
0;0;0;-0.084;0.057;-0.003;0;0;0;0;0;0;-0.242;0.058;0.011;-0.007;0.003;-0.286;0;0;0;0;0.257;0;0.521;0.364;-0.065;0.944;0.147;0.191;-0.153;0;0.285;-0.179;0.004;0.935;-0.177;0.161;0.186;0;0;0;-0.76;0.175;-0.074;0.751;-0.115;-0.015;0.008;0;0;0.08;-0.145;-0.948;0.249;-0.029;-0.011;0.011;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
0;0;0;-0.084;0.056;-0.002;0;0;0;0;0;0;-0.239;0.058;0.011;-0.007;0.003;-0.286;0;0;0;0;0.257;0;0.523;0.368;-0.144;0.949;0.206;0.193;-0.162;0;0.29;-0.185;0.011;0.934;-0.181;0.162;0.184;0;0;0;-0.757;0.179;-0.07;0.753;-0.12;-0.016;0.008;0;0;0.084;-0.15;-0.968;0.263;-0.036;-0.011;0.011;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
0;0;0;-0.084;0.056;-0.001;0;0;0;0;0;0;-0.238;0.056;0.012;-0.007;0.003;-0.286;0;0;0;0;0.257;0;0.524;0.37;-0.167;0.951;0.232;0.194;-0.166;0;0.292;-0.189;0.014;0.933;-0.186;0.163;0.183;0;0;0;-0.756;0.181;-0.085;0.754;-0.121;-0.016;0.007;0;0;0.086;-0.152;-0.985;0.271;-0.038;-0.011;0.011;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
0;0;0;-0.084;0.055;0;0;0;0;0;0;0;-0.237;0.055;0.012;-0.007;0.003;-0.286;0;0;0;0;0.257;0;0.525;0.374;-0.156;0.952;0.231;0.196;-0.168;0;0.296;-0.195;0.018;0.933;-0.185;0.164;0.182;0;0;0;-0.755;0.183;-0.068;0.754;-0.124;-0.016;0.007;0;0;0.088;-0.156;-0.981;0.277;-0.041;-0.011;0.011;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
0;0;0;-0.084;0.054;0;0;0;0;0;0;0;-0.236;0.054;0.011;-0.007;0.003;-0.286;0;0;0;0;0.257;0;0.526;0.374;-0.161;0.952;0.232;0.196;-0.169;0;0.297;-0.196;0.02;0.933;-0.181;0.164;0.182;0;0;0;-0.755;0.183;-0.047;0.754;-0.124;-0.016;0.007;0;0;0.089;-0.157;-0.969;0.279;-0.043;-0.011;0.011;-0.746;0.307;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.63;0.186;0.812;0.812;-0.747;0.305;0.312;0.639;0.662;-0.351;0.766;0.793;0.668;-0.513;0.762;0.811;0.655;-0.038;0.775;0.812;0.631;0.186;0.812;0.812
